"cntry","node1","node2","item1","item2","delta_R10_minus_R9","abs_delta","p_edge_raw","p_edge_holm_within_country","p_edge_holm_all_4200"
"BE","V7","V8","imptrad","ipadvnt",0.0414267984325283,0.0414267984325283,0.167832167832168,1,1
"BE","V12","V16","ipfrule","ipmodst",-0.0164299038515645,0.0164299038515645,0.16983016983017,1,1
"BE","V5","V18","imprich","ipshabt",0.0487235097830291,0.0487235097830291,0.182817182817183,1,1
"BE","V9","V16","ipbhprp","ipmodst",-0.0534284770490988,0.0534284770490988,0.216783216783217,1,1
"BE","V12","V19","ipfrule","ipstrgv",-0.0490870532987722,0.0490870532987722,0.217782217782218,1,1
"BE","V11","V17","ipeqopt","iprspot",0.0384709912581273,0.0384709912581273,0.21978021978022,1,1
"BE","V1","V4","impdiff","impfun",0.0502466893619816,0.0502466893619816,0.236763236763237,1,1
"BE","V7","V14","imptrad","iphlppl",-0.024293888412567,0.024293888412567,0.241758241758242,1,1
"BE","V12","V17","ipfrule","iprspot",0.0447665553105388,0.0447665553105388,0.246753246753247,1,1
"BE","V6","V12","impsafe","ipfrule",-0.0463165993222006,0.0463165993222006,0.251748251748252,1,1
"BE","V4","V20","impfun","ipsuces",0.0447363748312986,0.0447363748312986,0.280719280719281,1,1
"BE","V7","V9","imptrad","ipbhprp",-0.0461409040792006,0.0461409040792006,0.290709290709291,1,1
"BE","V4","V15","impfun","iplylfr",0.040403543387304,0.040403543387304,0.290709290709291,1,1
"BE","V6","V14","impsafe","iphlppl",-0.0270692004053464,0.0270692004053464,0.311688311688312,1,1
"BE","V5","V17","imprich","iprspot",-0.0384695862614029,0.0384695862614029,0.317682317682318,1,1
"BE","V9","V19","ipbhprp","ipstrgv",0.0416411073176693,0.0416411073176693,0.324675324675325,1,1
"BE","V3","V11","impfree","ipeqopt",-0.0520523837208279,0.0520523837208279,0.326673326673327,1,1
"BE","V17","V20","iprspot","ipsuces",-0.0413014866503042,0.0413014866503042,0.327672327672328,1,1
"BE","V15","V21","iplylfr","ipudrst",0.0397282020500878,0.0397282020500878,0.328671328671329,1,1
"BE","V1","V14","impdiff","iphlppl",-0.0363999090862627,0.0363999090862627,0.333666333666334,1,1
"BE","V7","V19","imptrad","ipstrgv",-0.0417152051108921,0.0417152051108921,0.335664335664336,1,1
"BE","V5","V12","imprich","ipfrule",-0.0475198437541495,0.0475198437541495,0.355644355644356,1,1
"BE","V1","V10","impdiff","ipcrtiv",-0.0362019630494631,0.0362019630494631,0.364635364635365,1,1
"BE","V1","V3","impdiff","impfree",0.0387373061177977,0.0387373061177977,0.366633366633367,1,1
"BE","V9","V12","ipbhprp","ipfrule",-0.0389286502576824,0.0389286502576824,0.377622377622378,1,1
"BE","V10","V11","ipcrtiv","ipeqopt",-0.053794477975396,0.053794477975396,0.404595404595405,1,1
"BE","V16","V19","ipmodst","ipstrgv",-0.0401591902314607,0.0401591902314607,0.426573426573427,1,1
"BE","V11","V15","ipeqopt","iplylfr",-0.0358766434396713,0.0358766434396713,0.42957042957043,1,1
"BE","V8","V20","ipadvnt","ipsuces",-0.0307448512048662,0.0307448512048662,0.430569430569431,1,1
"BE","V3","V12","impfree","ipfrule",0.0474240484435846,0.0474240484435846,0.443556443556444,1,1
"BE","V10","V21","ipcrtiv","ipudrst",-0.0303796847887107,0.0303796847887107,0.448551448551449,1,1
"BE","V5","V10","imprich","ipcrtiv",-0.0520128410833139,0.0520128410833139,0.45954045954046,1,1
"BE","V14","V20","iphlppl","ipsuces",0.0447742675359802,0.0447742675359802,0.495504495504495,1,1
"BE","V6","V18","impsafe","ipshabt",0.0457379318448173,0.0457379318448173,0.4995004995005,1,1
"BE","V7","V15","imptrad","iplylfr",0.0421822973203042,0.0421822973203042,0.503496503496504,1,1
"BE","V5","V8","imprich","ipadvnt",0.0231338761808728,0.0231338761808728,0.546453546453546,1,1
"BE","V1","V20","impdiff","ipsuces",-0.0314825217029531,0.0314825217029531,0.557442557442557,1,1
"BE","V2","V15","impenv","iplylfr",0.0277092460254192,0.0277092460254192,0.568431568431568,1,1
"BE","V4","V7","impfun","imptrad",-0.0252315726732767,0.0252315726732767,0.598401598401598,1,1
"BE","V11","V16","ipeqopt","ipmodst",-0.0347076170503782,0.0347076170503782,0.611388611388611,1,1
"BE","V2","V11","impenv","ipeqopt",0.0226671237682496,0.0226671237682496,0.615384615384615,1,1
"BE","V18","V20","ipshabt","ipsuces",0.0182213156478472,0.0182213156478472,0.615384615384615,1,1
"BE","V3","V14","impfree","iphlppl",0.0315185657480154,0.0315185657480154,0.641358641358641,1,1
"BE","V9","V17","ipbhprp","iprspot",0.0189557048516547,0.0189557048516547,0.651348651348651,1,1
"BE","V4","V18","impfun","ipshabt",-0.0159365855878869,0.0159365855878869,0.671328671328671,1,1
"BE","V5","V16","imprich","ipmodst",0.0316340057337228,0.0316340057337228,0.684315684315684,1,1
"BE","V5","V20","imprich","ipsuces",-0.0161366296536434,0.0161366296536434,0.702297702297702,1,1
"BE","V19","V21","ipstrgv","ipudrst",-0.0288601584492571,0.0288601584492571,0.722277722277722,1,1
"BE","V6","V8","impsafe","ipadvnt",0.0128558116459382,0.0128558116459382,0.757242757242757,1,1
"BE","V16","V21","ipmodst","ipudrst",0.0109795731711389,0.0109795731711389,0.794205794205794,1,1
"BE","V7","V12","imptrad","ipfrule",0.00871234073164236,0.00871234073164236,0.823176823176823,1,1
"BE","V11","V21","ipeqopt","ipudrst",-0.00926656248430688,0.00926656248430688,0.83016983016983,1,1
"BE","V7","V17","imptrad","iprspot",0.0164028164388622,0.0164028164388622,0.832167832167832,1,1
"BE","V3","V13","impfree","ipgdtim",-0.00783453983376892,0.00783453983376892,0.845154845154845,1,1
"BE","V3","V10","impfree","ipcrtiv",0.00756848713779451,0.00756848713779451,0.858141858141858,1,1
"BE","V6","V17","impsafe","iprspot",0.00712808178249028,0.00712808178249028,0.862137862137862,1,1
"BE","V6","V7","impsafe","imptrad",-0.00752490110241782,0.00752490110241782,0.863136863136863,1,1
"BE","V6","V9","impsafe","ipbhprp",0.00781475839189716,0.00781475839189716,0.867132867132867,1,1
"BE","V19","V20","ipstrgv","ipsuces",-0.00608001659089974,0.00608001659089974,0.874125874125874,1,1
"BE","V8","V18","ipadvnt","ipshabt",0.00655332390894212,0.00655332390894212,0.882117882117882,1,1
"BE","V3","V15","impfree","iplylfr",0.00451104548530461,0.00451104548530461,0.922077922077922,1,1
"BE","V6","V16","impsafe","ipmodst",-0.0035888595350278,0.0035888595350278,0.929070929070929,1,1
"BE","V4","V14","impfun","iphlppl",0.00067560713801329,0.00067560713801329,0.934065934065934,1,1
"BE","V14","V16","iphlppl","ipmodst",0.00349899811254667,0.00349899811254667,0.959040959040959,1,1
"BE","V6","V19","impsafe","ipstrgv",0.000974722667896555,0.000974722667896555,0.984015984015984,1,1
"BE","V1","V2","impdiff","impenv",0,0,1,1,1
"BE","V2","V3","impenv","impfree",0,0,1,1,1
"BE","V2","V4","impenv","impfun",0,0,1,1,1
"BE","V3","V4","impfree","impfun",0,0,1,1,1
"BE","V1","V5","impdiff","imprich",0,0,1,1,1
"BE","V2","V5","impenv","imprich",0,0,1,1,1
"BE","V3","V5","impfree","imprich",0,0,1,1,1
"BE","V4","V5","impfun","imprich",0,0,1,1,1
"BE","V1","V6","impdiff","impsafe",0,0,1,1,1
"BE","V2","V6","impenv","impsafe",0,0,1,1,1
"BE","V3","V6","impfree","impsafe",0,0,1,1,1
"BE","V4","V6","impfun","impsafe",0,0,1,1,1
"BE","V5","V6","imprich","impsafe",0,0,1,1,1
"BE","V1","V7","impdiff","imptrad",0,0,1,1,1
"BE","V2","V7","impenv","imptrad",0,0,1,1,1
"BE","V5","V7","imprich","imptrad",0,0,1,1,1
"BE","V2","V8","impenv","ipadvnt",0,0,1,1,1
"BE","V3","V8","impfree","ipadvnt",0,0,1,1,1
"BE","V1","V9","impdiff","ipbhprp",0,0,1,1,1
"BE","V2","V9","impenv","ipbhprp",0,0,1,1,1
"BE","V3","V9","impfree","ipbhprp",0,0,1,1,1
"BE","V4","V9","impfun","ipbhprp",0,0,1,1,1
"BE","V5","V9","imprich","ipbhprp",0,0,1,1,1
"BE","V2","V10","impenv","ipcrtiv",0,0,1,1,1
"BE","V4","V10","impfun","ipcrtiv",0,0,1,1,1
"BE","V6","V10","impsafe","ipcrtiv",0,0,1,1,1
"BE","V7","V10","imptrad","ipcrtiv",0,0,1,1,1
"BE","V9","V10","ipbhprp","ipcrtiv",0,0,1,1,1
"BE","V1","V11","impdiff","ipeqopt",0,0,1,1,1
"BE","V4","V11","impfun","ipeqopt",0,0,1,1,1
"BE","V6","V11","impsafe","ipeqopt",0,0,1,1,1
"BE","V8","V11","ipadvnt","ipeqopt",0,0,1,1,1
"BE","V9","V11","ipbhprp","ipeqopt",0,0,1,1,1
"BE","V1","V12","impdiff","ipfrule",0,0,1,1,1
"BE","V2","V12","impenv","ipfrule",0,0,1,1,1
"BE","V4","V12","impfun","ipfrule",0,0,1,1,1
"BE","V8","V12","ipadvnt","ipfrule",0,0,1,1,1
"BE","V10","V12","ipcrtiv","ipfrule",0,0,1,1,1
"BE","V11","V12","ipeqopt","ipfrule",0,0,1,1,1
"BE","V2","V13","impenv","ipgdtim",0,0,1,1,1
"BE","V5","V13","imprich","ipgdtim",0,0,1,1,1
"BE","V6","V13","impsafe","ipgdtim",0,0,1,1,1
"BE","V7","V13","imptrad","ipgdtim",0,0,1,1,1
"BE","V8","V13","ipadvnt","ipgdtim",0,0,1,1,1
"BE","V9","V13","ipbhprp","ipgdtim",0,0,1,1,1
"BE","V11","V13","ipeqopt","ipgdtim",0,0,1,1,1
"BE","V12","V13","ipfrule","ipgdtim",0,0,1,1,1
"BE","V8","V14","ipadvnt","iphlppl",0,0,1,1,1
"BE","V9","V14","ipbhprp","iphlppl",0,0,1,1,1
"BE","V10","V14","ipcrtiv","iphlppl",0,0,1,1,1
"BE","V12","V14","ipfrule","iphlppl",0,0,1,1,1
"BE","V13","V14","ipgdtim","iphlppl",0,0,1,1,1
"BE","V1","V15","impdiff","iplylfr",0,0,1,1,1
"BE","V5","V15","imprich","iplylfr",0,0,1,1,1
"BE","V6","V15","impsafe","iplylfr",0,0,1,1,1
"BE","V8","V15","ipadvnt","iplylfr",0,0,1,1,1
"BE","V9","V15","ipbhprp","iplylfr",0,0,1,1,1
"BE","V10","V15","ipcrtiv","iplylfr",0,0,1,1,1
"BE","V12","V15","ipfrule","iplylfr",0,0,1,1,1
"BE","V13","V15","ipgdtim","iplylfr",0,0,1,1,1
"BE","V1","V16","impdiff","ipmodst",0,0,1,1,1
"BE","V2","V16","impenv","ipmodst",0,0,1,1,1
"BE","V3","V16","impfree","ipmodst",0,0,1,1,1
"BE","V4","V16","impfun","ipmodst",0,0,1,1,1
"BE","V8","V16","ipadvnt","ipmodst",0,0,1,1,1
"BE","V10","V16","ipcrtiv","ipmodst",0,0,1,1,1
"BE","V13","V16","ipgdtim","ipmodst",0,0,1,1,1
"BE","V15","V16","iplylfr","ipmodst",0,0,1,1,1
"BE","V1","V17","impdiff","iprspot",0,0,1,1,1
"BE","V2","V17","impenv","iprspot",0,0,1,1,1
"BE","V3","V17","impfree","iprspot",0,0,1,1,1
"BE","V4","V17","impfun","iprspot",0,0,1,1,1
"BE","V10","V17","ipcrtiv","iprspot",0,0,1,1,1
"BE","V13","V17","ipgdtim","iprspot",0,0,1,1,1
"BE","V14","V17","iphlppl","iprspot",0,0,1,1,1
"BE","V15","V17","iplylfr","iprspot",0,0,1,1,1
"BE","V1","V18","impdiff","ipshabt",0,0,1,1,1
"BE","V2","V18","impenv","ipshabt",0,0,1,1,1
"BE","V3","V18","impfree","ipshabt",0,0,1,1,1
"BE","V7","V18","imptrad","ipshabt",0,0,1,1,1
"BE","V9","V18","ipbhprp","ipshabt",0,0,1,1,1
"BE","V11","V18","ipeqopt","ipshabt",0,0,1,1,1
"BE","V12","V18","ipfrule","ipshabt",0,0,1,1,1
"BE","V13","V18","ipgdtim","ipshabt",0,0,1,1,1
"BE","V14","V18","iphlppl","ipshabt",0,0,1,1,1
"BE","V15","V18","iplylfr","ipshabt",0,0,1,1,1
"BE","V16","V18","ipmodst","ipshabt",0,0,1,1,1
"BE","V1","V19","impdiff","ipstrgv",0,0,1,1,1
"BE","V2","V19","impenv","ipstrgv",0,0,1,1,1
"BE","V3","V19","impfree","ipstrgv",0,0,1,1,1
"BE","V4","V19","impfun","ipstrgv",0,0,1,1,1
"BE","V5","V19","imprich","ipstrgv",0,0,1,1,1
"BE","V8","V19","ipadvnt","ipstrgv",0,0,1,1,1
"BE","V10","V19","ipcrtiv","ipstrgv",0,0,1,1,1
"BE","V11","V19","ipeqopt","ipstrgv",0,0,1,1,1
"BE","V13","V19","ipgdtim","ipstrgv",0,0,1,1,1
"BE","V15","V19","iplylfr","ipstrgv",0,0,1,1,1
"BE","V18","V19","ipshabt","ipstrgv",0,0,1,1,1
"BE","V2","V20","impenv","ipsuces",0,0,1,1,1
"BE","V6","V20","impsafe","ipsuces",0,0,1,1,1
"BE","V7","V20","imptrad","ipsuces",0,0,1,1,1
"BE","V9","V20","ipbhprp","ipsuces",0,0,1,1,1
"BE","V10","V20","ipcrtiv","ipsuces",0,0,1,1,1
"BE","V11","V20","ipeqopt","ipsuces",0,0,1,1,1
"BE","V12","V20","ipfrule","ipsuces",0,0,1,1,1
"BE","V15","V20","iplylfr","ipsuces",0,0,1,1,1
"BE","V16","V20","ipmodst","ipsuces",0,0,1,1,1
"BE","V4","V21","impfun","ipudrst",0,0,1,1,1
"BE","V5","V21","imprich","ipudrst",0,0,1,1,1
"BE","V6","V21","impsafe","ipudrst",0,0,1,1,1
"BE","V7","V21","imptrad","ipudrst",0,0,1,1,1
"BE","V8","V21","ipadvnt","ipudrst",0,0,1,1,1
"BE","V9","V21","ipbhprp","ipudrst",0,0,1,1,1
"BE","V12","V21","ipfrule","ipudrst",0,0,1,1,1
"BE","V17","V21","iprspot","ipudrst",0,0,1,1,1
"BE","V18","V21","ipshabt","ipudrst",0,0,1,1,1
"BE","V20","V21","ipsuces","ipudrst",0,0,1,1,1
"BG","V4","V13","impfun","ipgdtim",0.151221144769199,0.151221144769199,0.000999000999000999,0.20979020979021,1
"BG","V12","V13","ipfrule","ipgdtim",-0.0762632304887779,0.0762632304887779,0.000999000999000999,0.20979020979021,1
"BG","V2","V15","impenv","iplylfr",-0.155507123350282,0.155507123350282,0.000999000999000999,0.20979020979021,1
"BG","V3","V15","impfree","iplylfr",0.112880837352471,0.112880837352471,0.000999000999000999,0.20979020979021,1
"BG","V11","V18","ipeqopt","ipshabt",-0.139503031892858,0.139503031892858,0.000999000999000999,0.20979020979021,1
"BG","V12","V21","ipfrule","ipudrst",-0.172990858642528,0.172990858642528,0.000999000999000999,0.20979020979021,1
"BG","V14","V21","iphlppl","ipudrst",0.144027888358145,0.144027888358145,0.000999000999000999,0.20979020979021,1
"BG","V3","V12","impfree","ipfrule",-0.0402717651718115,0.0402717651718115,0.002997002997003,0.608391608391608,1
"BG","V11","V21","ipeqopt","ipudrst",0.123770292286134,0.123770292286134,0.002997002997003,0.608391608391608,1
"BG","V2","V9","impenv","ipbhprp",0.11331852051591,0.11331852051591,0.003996003996004,0.803196803196803,1
"BG","V1","V12","impdiff","ipfrule",-0.0510907992075169,0.0510907992075169,0.003996003996004,0.803196803196803,1
"BG","V12","V17","ipfrule","iprspot",0.0508742161651825,0.0508742161651825,0.003996003996004,0.803196803196803,1
"BG","V16","V21","ipmodst","ipudrst",-0.121665899908948,0.121665899908948,0.003996003996004,0.803196803196803,1
"BG","V6","V11","impsafe","ipeqopt",0.0959674939180508,0.0959674939180508,0.00699300699300699,1,1
"BG","V8","V17","ipadvnt","iprspot",-0.0669334843013566,0.0669334843013566,0.00799200799200799,1,1
"BG","V2","V11","impenv","ipeqopt",0.0182865322497802,0.0182865322497802,0.00899100899100899,1,1
"BG","V2","V10","impenv","ipcrtiv",0.0913224903040305,0.0913224903040305,0.00999000999000999,1,1
"BG","V5","V17","imprich","iprspot",0.132190924267999,0.132190924267999,0.00999000999000999,1,1
"BG","V6","V7","impsafe","imptrad",-0.0791914047982207,0.0791914047982207,0.010989010989011,1,1
"BG","V11","V15","ipeqopt","iplylfr",0.0951875853080761,0.0951875853080761,0.011988011988012,1,1
"BG","V4","V5","impfun","imprich",0.0990621545594136,0.0990621545594136,0.012987012987013,1,1
"BG","V5","V16","imprich","ipmodst",-0.0584365899469271,0.0584365899469271,0.017982017982018,1,1
"BG","V12","V16","ipfrule","ipmodst",0.0925586174558448,0.0925586174558448,0.021978021978022,1,1
"BG","V14","V15","iphlppl","iplylfr",0.0981872152332489,0.0981872152332489,0.022977022977023,1,1
"BG","V9","V17","ipbhprp","iprspot",-0.0819016055055071,0.0819016055055071,0.024975024975025,1,1
"BG","V13","V18","ipgdtim","ipshabt",-0.0307568318413271,0.0307568318413271,0.026973026973027,1,1
"BG","V2","V5","impenv","imprich",-0.0901196655469259,0.0901196655469259,0.038961038961039,1,1
"BG","V2","V7","impenv","imptrad",-0.0818798141846221,0.0818798141846221,0.04995004995005,1,1
"BG","V9","V12","ipbhprp","ipfrule",0.0694517583631483,0.0694517583631483,0.04995004995005,1,1
"BG","V9","V15","ipbhprp","iplylfr",-0.0719493187107389,0.0719493187107389,0.04995004995005,1,1
"BG","V6","V16","impsafe","ipmodst",-0.0672541974489756,0.0672541974489756,0.0579420579420579,1,1
"BG","V1","V4","impdiff","impfun",-0.0712309289155981,0.0712309289155981,0.0609390609390609,1,1
"BG","V3","V14","impfree","iphlppl",-0.0694813747489448,0.0694813747489448,0.0619380619380619,1,1
"BG","V1","V2","impdiff","impenv",-0.0400507779409092,0.0400507779409092,0.0649350649350649,1,1
"BG","V3","V8","impfree","ipadvnt",-0.0675729557951035,0.0675729557951035,0.0649350649350649,1,1
"BG","V5","V15","imprich","iplylfr",-0.0408042512725847,0.0408042512725847,0.0729270729270729,1,1
"BG","V7","V12","imptrad","ipfrule",0.0176659796106272,0.0176659796106272,0.0779220779220779,1,1
"BG","V15","V21","iplylfr","ipudrst",0.0678256072959692,0.0678256072959692,0.0819180819180819,1,1
"BG","V7","V9","imptrad","ipbhprp",0.066011044905839,0.066011044905839,0.0829170829170829,1,1
"BG","V3","V13","impfree","ipgdtim",-0.0600863469364068,0.0600863469364068,0.0839160839160839,1,1
"BG","V8","V10","ipadvnt","ipcrtiv",0.0606221767433238,0.0606221767433238,0.0919080919080919,1,1
"BG","V19","V20","ipstrgv","ipsuces",0.0567633993500382,0.0567633993500382,0.0939060939060939,1,1
"BG","V5","V21","imprich","ipudrst",-0.0769317567969412,0.0769317567969412,0.0969030969030969,1,1
"BG","V7","V15","imptrad","iplylfr",-0.0604872678809408,0.0604872678809408,0.131868131868132,1,1
"BG","V6","V18","impsafe","ipshabt",-0.0690135981983898,0.0690135981983898,0.131868131868132,1,1
"BG","V7","V16","imptrad","ipmodst",0.0655064895013548,0.0655064895013548,0.13986013986014,1,1
"BG","V14","V20","iphlppl","ipsuces",-0.0592823816939558,0.0592823816939558,0.143856143856144,1,1
"BG","V14","V19","iphlppl","ipstrgv",-0.0549972792265025,0.0549972792265025,0.162837162837163,1,1
"BG","V11","V19","ipeqopt","ipstrgv",-0.0550709824667742,0.0550709824667742,0.163836163836164,1,1
"BG","V8","V16","ipadvnt","ipmodst",-0.0451633876776708,0.0451633876776708,0.166833166833167,1,1
"BG","V3","V18","impfree","ipshabt",0.0539969550014155,0.0539969550014155,0.188811188811189,1,1
"BG","V17","V20","iprspot","ipsuces",0.048285243058576,0.048285243058576,0.190809190809191,1,1
"BG","V5","V13","imprich","ipgdtim",-0.0455290857592388,0.0455290857592388,0.225774225774226,1,1
"BG","V1","V18","impdiff","ipshabt",0.0453193838776388,0.0453193838776388,0.244755244755245,1,1
"BG","V15","V19","iplylfr","ipstrgv",-0.0475945400349004,0.0475945400349004,0.244755244755245,1,1
"BG","V15","V20","iplylfr","ipsuces",0.0497306169438518,0.0497306169438518,0.267732267732268,1,1
"BG","V5","V20","imprich","ipsuces",0.0478276924797957,0.0478276924797957,0.281718281718282,1,1
"BG","V11","V20","ipeqopt","ipsuces",-0.0615690422169994,0.0615690422169994,0.288711288711289,1,1
"BG","V1","V5","impdiff","imprich",-0.0283136896979096,0.0283136896979096,0.28971028971029,1,1
"BG","V3","V11","impfree","ipeqopt",0.0528678527031646,0.0528678527031646,0.293706293706294,1,1
"BG","V7","V19","imptrad","ipstrgv",-0.0276161958069256,0.0276161958069256,0.294705294705295,1,1
"BG","V4","V20","impfun","ipsuces",0.055147418866501,0.055147418866501,0.306693306693307,1,1
"BG","V6","V8","impsafe","ipadvnt",-0.0438341218089609,0.0438341218089609,0.314685314685315,1,1
"BG","V10","V11","ipcrtiv","ipeqopt",0.0471142970605681,0.0471142970605681,0.31968031968032,1,1
"BG","V1","V13","impdiff","ipgdtim",-0.0383648973629134,0.0383648973629134,0.323676323676324,1,1
"BG","V9","V21","ipbhprp","ipudrst",0.0346544130603438,0.0346544130603438,0.328671328671329,1,1
"BG","V1","V21","impdiff","ipudrst",0.0320503411196329,0.0320503411196329,0.340659340659341,1,1
"BG","V7","V14","imptrad","iphlppl",0.0497282562684828,0.0497282562684828,0.346653346653347,1,1
"BG","V13","V20","ipgdtim","ipsuces",0.0380476433679238,0.0380476433679238,0.370629370629371,1,1
"BG","V3","V20","impfree","ipsuces",-0.0339622649137892,0.0339622649137892,0.375624375624376,1,1
"BG","V8","V13","ipadvnt","ipgdtim",-0.0315118969993781,0.0315118969993781,0.396603396603397,1,1
"BG","V1","V20","impdiff","ipsuces",0.0366725059508673,0.0366725059508673,0.413586413586414,1,1
"BG","V12","V19","ipfrule","ipstrgv",-0.0336952378860793,0.0336952378860793,0.431568431568432,1,1
"BG","V5","V10","imprich","ipcrtiv",-0.0282648097823716,0.0282648097823716,0.470529470529471,1,1
"BG","V18","V20","ipshabt","ipsuces",0.0283480452963677,0.0283480452963677,0.472527472527473,1,1
"BG","V10","V21","ipcrtiv","ipudrst",0.0370598931401704,0.0370598931401704,0.478521478521479,1,1
"BG","V1","V8","impdiff","ipadvnt",-0.027846684506687,0.027846684506687,0.493506493506494,1,1
"BG","V6","V19","impsafe","ipstrgv",0.0277400657996436,0.0277400657996436,0.4995004995005,1,1
"BG","V1","V14","impdiff","iphlppl",0.0324603203940861,0.0324603203940861,0.507492507492508,1,1
"BG","V2","V14","impenv","iphlppl",-0.0247462272022713,0.0247462272022713,0.524475524475524,1,1
"BG","V6","V9","impsafe","ipbhprp",0.0238308262625671,0.0238308262625671,0.53946053946054,1,1
"BG","V4","V10","impfun","ipcrtiv",0.0337128143422317,0.0337128143422317,0.593406593406593,1,1
"BG","V2","V20","impenv","ipsuces",-0.0164170852705209,0.0164170852705209,0.647352647352647,1,1
"BG","V9","V16","ipbhprp","ipmodst",0.016166122551189,0.016166122551189,0.667332667332667,1,1
"BG","V3","V10","impfree","ipcrtiv",0.0128923927087403,0.0128923927087403,0.691308691308691,1,1
"BG","V15","V18","iplylfr","ipshabt",0.0120816918389866,0.0120816918389866,0.736263736263736,1,1
"BG","V5","V8","imprich","ipadvnt",0.0124086604879197,0.0124086604879197,0.756243756243756,1,1
"BG","V2","V21","impenv","ipudrst",0.0109951399636607,0.0109951399636607,0.756243756243756,1,1
"BG","V2","V19","impenv","ipstrgv",-0.0115329070203431,0.0115329070203431,0.763236763236763,1,1
"BG","V10","V20","ipcrtiv","ipsuces",-0.0108960395880467,0.0108960395880467,0.775224775224775,1,1
"BG","V6","V12","impsafe","ipfrule",0.0102520419070475,0.0102520419070475,0.784215784215784,1,1
"BG","V10","V18","ipcrtiv","ipshabt",-0.00935947305336671,0.00935947305336671,0.784215784215784,1,1
"BG","V3","V17","impfree","iprspot",0.00902947160639835,0.00902947160639835,0.808191808191808,1,1
"BG","V6","V21","impsafe","ipudrst",0.00899881474745684,0.00899881474745684,0.819180819180819,1,1
"BG","V8","V20","ipadvnt","ipsuces",0.00682597930618686,0.00682597930618686,0.843156843156843,1,1
"BG","V9","V14","ipbhprp","iphlppl",0.00443954357361728,0.00443954357361728,0.877122877122877,1,1
"BG","V9","V19","ipbhprp","ipstrgv",0.00290457680193672,0.00290457680193672,0.938061938061938,1,1
"BG","V11","V14","ipeqopt","iphlppl",0.00251153104141595,0.00251153104141595,0.939060939060939,1,1
"BG","V15","V17","iplylfr","iprspot",-0.00230114807530861,0.00230114807530861,0.941058941058941,1,1
"BG","V4","V8","impfun","ipadvnt",-0.00154144934728637,0.00154144934728637,0.97002997002997,1,1
"BG","V1","V10","impdiff","ipcrtiv",-0.000408316705707901,0.000408316705707901,0.992007992007992,1,1
